word,normalized_word,dataset,original_label,video_path,original_filename,signer,split,fps,resolution,duration,license,paper,repository,download_url,sha256,phash,quality_score,duplicate_status,review_status
sit,sit,CISLR,sit,ISL_DATASET\sit\sit__CISLR__00014__CEHCaHC8hK0.mp4,CEHCaHC8hK0.mp4,action,,30.0,480x480,3.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,895f37ea2c4f7e8d714eaee5a774dafb6f10020803cf35ffe21cfc7d3dbe6bb1,ffffe7fff7c3c3c3,0.85,unique,accepted
no,no,CISLR,no,ISL_DATASET\no\no__CISLR__00015__CXEDTo1PXCg.mp4,CXEDTo1PXCg.mp4,abstract,,30.0,480x480,3.133333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,9a596001ca81cabe6ec4b5cb803ca0297745a239e2138b226e9ac6d84753ef11,ffe7ffffd3e1c1c3,0.85,unique,accepted
eat,eat,CISLR,eat,ISL_DATASET\eat\eat__CISLR__00016__Cgs1MibMXJ0.mp4,Cgs1MibMXJ0.mp4,action,,30.0,480x480,3.533333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,7f0cdd4413cb314430550827eef6c515c9cb10f2e698452bf3db7bef5b937ecb,ffe7ffffd3c3e3c3,0.85,unique,accepted
read,read,CISLR,read,ISL_DATASET\read\read__CISLR__00017__Dz2avlvSTYQ_1.mp4,Dz2avlvSTYQ_1.mp4,action,,30.0,480x480,3.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,81c734e21131fe43f03955c481c961400083ef72dc8a9d621ff61df60270e00f,ffe7ffffc3c18181,0.85,unique,accepted
help,help,CISLR,help,ISL_DATASET\help\help__CISLR__00018__E91cfQBn8_4_1.mp4,E91cfQBn8_4_1.mp4,process,,30.0,480x480,3.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,2b16e558bb46345c5bea239eaad13fd577bcd0f09eb23f6bc19cb776b60290e0,00e7e6e4fe7e2608,0.85,unique,accepted
okay,okay,CISLR,okay,ISL_DATASET\okay\okay__CISLR__00019__EZpZvb2wicY.mp4,EZpZvb2wicY.mp4,gesture,,30.0,480x480,3.8,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,830150f84aba447e3a4ebf54c9057b0cf5140937ed4f7556e5b3d4b5353c4ea3,ffffffe7c1818181,0.85,unique,accepted
friend,friend,CISLR,friend,ISL_DATASET\friend\friend__CISLR__00020__ElXP4DjT3H8_1.mp4,ElXP4DjT3H8_1.mp4,relation,,30.0,480x480,4.5,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,0dc9e04f523d0734c12bc4703638af69b61a0aa03db04b2a3a8292fc88cdccf1,00c0c0e8fc7c7808,0.85,unique,accepted
stop,stop,CISLR,stop,ISL_DATASET\stop\stop__CISLR__00021__FEi50jcTxxI_1.mp4,FEi50jcTxxI_1.mp4,stage,,30.0,480x480,2.533008,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,5396eeb51ae3198be28a791259e232c982fc2d2d82c1996ff3dd4ed577a1e326,006000003e3e3e10,0.85,unique,accepted
stop,stop,CISLR,stop,ISL_DATASET\stop\stop__CISLR__00022__FHwjyQeLNuY.mp4,FHwjyQeLNuY.mp4,stage,,30.0,480x480,4.333333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,9fc15d7aa7840865197fcdf9965a2319feb4a30a3af1b82e4d710c4890dcf9a3,ffe7ffffdbd1e1c3,0.85,unique,accepted
sit,sit,CISLR,sit,ISL_DATASET\sit\sit__CISLR__00023__FQYd1BVpZ54.mp4,FQYd1BVpZ54.mp4,action,,30.0,480x480,3.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,696e2036963490938e601553ca3a53ac208dfbef3847011cb95dd500b27b496d,ffffefffc3c381c3,0.85,unique,accepted
father,father,CISLR,father,ISL_DATASET\father\father__CISLR__00024__Gm2HCSz7Jqg_1.mp4,Gm2HCSz7Jqg_1.mp4,relation,,30.0,480x480,4.5,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,921edcf969c78b002718c0dd4adb1d04b64e0b1ed7cf39d05b7e00f652d0affd,ffffffffc381c1c1,0.85,unique,accepted
come,come,CISLR,come,ISL_DATASET\come\come__CISLR__00025__HSEV-Y2g3A8.mp4,HSEV-Y2g3A8.mp4,process,,30.0,480x480,2.633333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,fd879266dc13ef9e78cec8e309639f8ee15a220c935d8440a1ad5579f1231560,fff3ffe7c383c3c3,0.85,unique,accepted
friend,friend,CISLR,friend,ISL_DATASET\friend\friend__CISLR__00026__HiKegjOx1kw.mp4,HiKegjOx1kw.mp4,relation,,30.0,480x480,9.633333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,efb3b2993c652da0f077f1348b436b97824ef5bf7545b2061292da9eaf414ed1,000000207c7c7c38,0.85,unique,accepted
thank you,thank you,CISLR,thank you,ISL_DATASET\thank_you\thank_you__CISLR__00027__IRmlHHtW_Q0_1.mp4,IRmlHHtW_Q0_1.mp4,gesture,,30.0,480x480,3.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,7d5f77b8ccc05dc409ca10e9013a9f683624a038a66724a595cccb076a9dcbdc,000018183c7c7e38,0.85,unique,accepted
food,food,CISLR,food,ISL_DATASET\food\food__CISLR__00028__IVY4EYIVHMI.mp4,IVY4EYIVHMI.mp4,foods and drinks,,30.0,480x480,3.266667,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,ff11adb7d720f8970c6ff2f782d13b0aa7a13b3bf4d0c73b2459e446dcf48164,ffe7fff7c181c0c1,0.85,unique,accepted
eat,eat,CISLR,eat,ISL_DATASET\eat\eat__CISLR__00029__IYf_zhHRbWw_1.mp4,IYf_zhHRbWw_1.mp4,action,,30.0,480x480,3.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,b7e33589b46b7a260a2df4257a53c319ebad924358075d13948c3a5145deb0dc,008000002e2e1e1c,0.85,unique,accepted
today,today,CISLR,today,ISL_DATASET\today\today__CISLR__00030__Iji2l3tYxHc.mp4,Iji2l3tYxHc.mp4,time,,30.0,480x480,2.466667,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,c44a45c1b55effaa2fb7d725eb7e6b06ab86529323f5cb985a032c73898ad90c,ffe7efe7c18181c3,0.85,unique,accepted
sorry,sorry,CISLR,sorry,ISL_DATASET\sorry\sorry__CISLR__00031__KXnSguJGdN8.mp4,KXnSguJGdN8.mp4,greeting,,30.0,480x480,3.4,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,aafa9644f13e66ca90df8dcd2232b21ef9eb361db9b63ade70bfcd3064aa229f,ffe7ffdf8393c3c3,0.85,unique,accepted
mother,mother,CISLR,mother,ISL_DATASET\mother\mother__CISLR__00032__Kxj8mG2kNCc.mp4,Kxj8mG2kNCc.mp4,relation,,30.0,480x480,2.833333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,8815230d78eccdde5c242ddfff596f03670e03c09812a014ffa3ce4ebb046eff,ffe7ffe7c381c1c3,0.85,unique,accepted
yes,yes,CISLR,yes,ISL_DATASET\yes\yes__CISLR__00033__LAT-u9Ww5ZU.mp4,LAT-u9Ww5ZU.mp4,comparator,,30.0,480x480,3.433333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,bedaf7e46d206fc2e356feb4baecdf96724e96faf872f57e51134dd2df31eb3a,ffe7ffffc3c3c3c3,0.85,unique,accepted
yes,yes,CISLR,yes,ISL_DATASET\yes\yes__CISLR__00034__MXmTYGHWvvE.mp4,MXmTYGHWvvE.mp4,comparator,,30.0,480x480,2.933333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,67565f5510e585c5bd0242bd06b6edde74f24db958ef1ecefdc6fe128dc69332,ffe7fff7c3818181,0.85,unique,accepted
food,food,CISLR,food,ISL_DATASET\food\food__CISLR__00035__NROeKyImRuI_1.mp4,NROeKyImRuI_1.mp4,foods and drinks,,30.0,480x480,2.533008,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,fba522dade19f83808c85d72cd510bb40e131dec70108496e911258b3ec2a086,03eff7ffd3c181c1,0.85,unique,accepted
goodbye,goodbye,CISLR,goodbye,ISL_DATASET\goodbye\goodbye__CISLR__00036__O6YJgD20e2g.mp4,O6YJgD20e2g.mp4,greeting,,30.0,480x480,4.333333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,e7287cfa164c9480ccd0aafce26689f821114c142b1afee7e653fe82f50224fd,ffdfffd78383c3c3,0.85,unique,accepted
read,read,CISLR,read,ISL_DATASET\read\read__CISLR__00037__OWya5pey33I.mp4,OWya5pey33I.mp4,action,,30.0,480x480,4.066667,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,d45ff4adbbf2cdfdc1ae60dead9ee81c7fd8083ef94c6f6f22e8b544cfdbfe5e,ffe7efefc7c3c7c3,0.85,unique,accepted
school,school,CISLR,school,ISL_DATASET\school\school__CISLR__00038__OvDIlDiFmnU.mp4,OvDIlDiFmnU.mp4,organisation,,30.0,480x480,2.6,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,d04ca996e905c1c706e544ca6e483bdc7172af7165a089c41d758c143c2caadd,ffe7e7ffcb818181,0.85,unique,accepted
go,go,CISLR,go,ISL_DATASET\go\go__CISLR__00039__PQoocuBF2f8_1.mp4,PQoocuBF2f8_1.mp4,process,,30.0,480x480,2.533333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,ccea98ef2f1a9507f2756e93b8f497a5b7cb041239ff10509fe5e4e9cfcba8f2,ffffffffc38181c1,0.85,unique,accepted
you,you,CISLR,you,ISL_DATASET\you\you__CISLR__00040__QE4UkDB3MyE.mp4,QE4UkDB3MyE.mp4,relation,,30.0,480x480,2.733333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,0866d62f61196384d155a3de8b24166ae967ed8ffd61997fe5a42506336b7535,fffff7ffc7c3c3c3,0.85,unique,accepted
mother,mother,CISLR,mother,ISL_DATASET\mother\mother__CISLR__00041__QlqLuC-1u1U_1.mp4,QlqLuC-1u1U_1.mp4,relation,,30.0,480x480,4.5,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,6d30631523d15743886ebf0a2a2974596d588eb57162dd1e6b76abe9358c8af6,00e0c0a07efe121c,0.85,unique,accepted
write,write,CISLR,write,ISL_DATASET\write\write__CISLR__00042__Qt7PxYKRi7c_1.mp4,Qt7PxYKRi7c_1.mp4,action,,30.0,480x480,3.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,5f35fe19e8cbe40f18cc0937d0d956bb0554d14e8905da360cec05f5ce319949,ffe7ffffc3c18081,0.85,unique,accepted
he,he,CISLR,he,ISL_DATASET\he\he__CISLR__00043__Qu5KH6X5dd8_1.mp4,Qu5KH6X5dd8_1.mp4,language,,30.0,480x480,3.533333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,43551107db1f7dead2e9a4deb60a00e680e25b23a5c7bc2f1eb62b5fd702b6bd,ffe7efffe3e1c1c0,0.85,unique,accepted
teacher,teacher,CISLR,teacher,ISL_DATASET\teacher\teacher__CISLR__00044__Qy_q0sAucuw.mp4,Qy_q0sAucuw.mp4,profession,,30.0,480x480,4.333333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,e8a0562ee41603a21fa431f43ba631bb44eea279d72449e9fd32d4cdbdda6abd,ffe7ffefcbcbc3c3,0.85,unique,accepted
sister,sister,CISLR,sister,ISL_DATASET\sister\sister__CISLR__00045__Rj6pX9wzxqA_1.mp4,Rj6pX9wzxqA_1.mp4,relation,,30.0,480x480,6.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,e80031835a97cab657511318062d1a34a26d427259ae61e0eb55ef1debb8c355,00e0e0a07c3e3e3c,0.85,unique,accepted
go,go,CISLR,go,ISL_DATASET\go\go__CISLR__00046__RqddJENqoOY.mp4,RqddJENqoOY.mp4,process,,30.0,480x480,2.933333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,7535cab68a4048da3a31d2c89fb11bc5c5eb0af01393be6ea89547fcffbd4ba4,ff7fbfc783c1c3c3,0.85,unique,accepted
water,water,CISLR,water,ISL_DATASET\water\water__CISLR__00047__SlORjr0kUM4.mp4,SlORjr0kUM4.mp4,substance,,30.0,480x480,3.233333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,41c64b1a073fd097f28cdf558883e688007d26463b3110ea568830ae26a05b3e,ffffffefe1c1c1c3,0.85,unique,accepted
school,school,CISLR,school,ISL_DATASET\school\school__CISLR__00048__T3DNMjNynU0_1.mp4,T3DNMjNynU0_1.mp4,organisation,,30.0,480x480,3.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,57caecbcb19c7b1989887b68d870ea1ae25cf17818e48df9a555a42e4454ac51,00e7e7ffdb9985e3,0.85,unique,accepted
sorry,sorry,CISLR,sorry,ISL_DATASET\sorry\sorry__CISLR__00049__TiPPYhh323E.mp4,TiPPYhh323E.mp4,greeting,,30.0,480x480,3.433333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,2eb5d5eeb93f6fa59a4c4057621d5192a691eb5e2ab3c798ff00aed4dede2f78,ffe7f7c3c383c3c3,0.85,unique,accepted
brother,brother,CISLR,brother,ISL_DATASET\brother\brother__CISLR__00050__UDcg2skGRXM_1.mp4,UDcg2skGRXM_1.mp4,relation,,30.0,480x480,5.5,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,d716456b07949297da4389eaf25466d9853c2f600a5b8d231c4e2adb465577f5,ffffffffc3c1c1c1,0.85,unique,accepted
write,write,CISLR,write,ISL_DATASET\write\write__CISLR__00051__UFePdoNR_KM.mp4,UFePdoNR_KM.mp4,action,,30.0,480x480,3.533333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,480335a8e6a8a62859ed83d289e794e73f80141b1b1a8ec4b761a22eee4933bf,ffe7e7e7838181c3,0.85,unique,accepted
no,no,CISLR,no,ISL_DATASET\no\no__CISLR__00052__VS_ZuiQIJx0.mp4,VS_ZuiQIJx0.mp4,abstract,,30.0,480x480,4.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,46418b2f00e725eef4e7c25e954154d3575beceded98dc8013b898df5391c1b9,ffefffe7e1c1c3c3,0.85,unique,accepted
where,where,CISLR,where,ISL_DATASET\where\where__CISLR__00053__WGwhxNQtfbE_1.mp4,WGwhxNQtfbE_1.mp4,abstract,,30.0,480x480,3.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,cbc3225ce9588f65d677d1f1fefed1ec0b89d1a69e91e5abb43b8976ad0226cf,ffefffffe7c18181,0.85,unique,accepted
thank you,thank you,CISLR,thank you,ISL_DATASET\thank_you\thank_you__CISLR__00054__W_qFjH-GKzA_1.mp4,W_qFjH-GKzA_1.mp4,gesture,,30.0,480x480,3.0,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,6dddd7562f7c706d27a96036256e910e26584f147042e0a68fb1277999ee7198,00c7c4e4fe7e3c18,0.85,unique,accepted
tea,tea,CISLR,tea,ISL_DATASET\tea\tea__CISLR__00055__XqH46D16YDI_1.mp4,XqH46D16YDI_1.mp4,foods and drinks,,30.0,480x480,2.533333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,3de2da641677a7c468410343c196020077e7bf16a31ab852bb6deaf594820b3b,07e7efffe3c181c3,0.85,unique,accepted
student,student,CISLR,student,ISL_DATASET\student\student__CISLR__00056__Y66DFt19PyE.mp4,Y66DFt19PyE.mp4,profession,,30.0,480x480,2.366667,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,010d2f7c61528ea81c38696adf7b4e57c9be270ee3c99d7d43bddd72a48e0e6e,ffe7e7e7838141c3,0.85,unique,accepted
hospital,hospital,CISLR,hospital,ISL_DATASET\hospital\hospital__CISLR__00057__Za7gQoC8eaA_1.mp4,Za7gQoC8eaA_1.mp4,construction,,30.0,480x480,2.533333,research (see HF card),https://aclanthology.org/2022.emnlp-main.707,https://huggingface.co/datasets/Exploration-Lab/CISLR,https://huggingface.co/datasets/Exploration-Lab/CISLR,f4229227ecad48fb209327874e21b52f13059313293189a9108c0678f9d08988,ffcffff78189c1c3,0.85,unique,accepted
